,File Name,District,Date,Count,Minimum,Maximum,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile,Year,State/Crop/District,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
858,MOD13A3_006__1_km_monthly_NDVI_doy2012001_aid0025,GANGANAGAR,01/01/2012,14047,-0.0961,0.7197,0.337068,0.1382021,0.0190998,0.45565,0.7197,0.3595,-0.0961,0.19385,2012,GANGANAGAR,Rabi       ,252690,1001106,3.96179508488662
859,MOD13A3_006__1_km_monthly_NDVI_doy2012032_aid0025,GANGANAGAR,01/02/2012,14047,-0.1196,0.8007,0.4049354,0.17386629999999997,0.030229500000000003,0.5526,0.8007,0.4531,-0.1196,0.2356,2012,GANGANAGAR,Rabi       ,252690,1001106,3.96179508488662
860,MOD13A3_006__1_km_monthly_NDVI_doy2013001_aid0025,GANGANAGAR,01/01/2013,14047,-0.0274,0.6508,0.3301313,0.13893229999999998,0.019302200000000002,0.4499,0.6508,0.3553,-0.0274,0.1948,2013,GANGANAGAR,Rabi       ,243122,937270,3.855142685565272
861,MOD13A3_006__1_km_monthly_NDVI_doy2013032_aid0025,GANGANAGAR,01/02/2013,14047,-0.1195,0.8337,0.4694427,0.2079994,0.043263699999999995,0.64755,0.8337,0.5231,-0.1195,0.2878,2013,GANGANAGAR,Rabi       ,243122,937270,3.855142685565272
862,MOD13A3_006__1_km_monthly_NDVI_doy2014001_aid0025,GANGANAGAR,01/01/2014,14047,-0.0856,0.7319,0.3769701,0.1699384,0.0288791,0.52435,0.7319,0.3997,-0.0856,0.21065,2014,GANGANAGAR,Rabi       ,262808,1095610,4.168860917475876
863,MOD13A3_006__1_km_monthly_NDVI_doy2014032_aid0025,GANGANAGAR,01/02/2014,14047,-0.012,0.8403,0.4714173,0.2168842,0.047038800000000006,0.6633,0.8403,0.5085,-0.012,0.2783,2014,GANGANAGAR,Rabi       ,262808,1095610,4.168860917475876
864,MOD13A3_006__1_km_monthly_NDVI_doy2015001_aid0025,GANGANAGAR,01/01/2015,14047,-0.0602,0.7559,0.36712690000000003,0.1663419,0.027669599999999996,0.5092,0.7559,0.3785,-0.0602,0.2109,2015,GANGANAGAR,Rabi       ,256659,937036,3.6508986632068234
865,MOD13A3_006__1_km_monthly_NDVI_doy2015032_aid0025,GANGANAGAR,01/02/2015,14047,-0.1226,0.8416,0.44654859999999996,0.21399690000000002,0.045794699999999994,0.6382,0.8416,0.4736,-0.1226,0.25005,2015,GANGANAGAR,Rabi       ,256659,937036,3.6508986632068234
866,MOD13A3_006__1_km_monthly_NDVI_doy2016001_aid0025,GANGANAGAR,01/01/2016,14047,-0.1111,0.8124,0.44322040000000007,0.1903796,0.0362444,0.6068,0.8124,0.4775,-0.1111,0.26865,2016,GANGANAGAR,Rabi       ,274584,1037621,3.7788836931503655
867,MOD13A3_006__1_km_monthly_NDVI_doy2016032_aid0025,GANGANAGAR,01/02/2016,14047,0.0805,0.8490000000000001,0.47054809999999997,0.21064580000000002,0.044371600000000004,0.65845,0.8490000000000001,0.5075,0.0805,0.28275,2016,GANGANAGAR,Rabi       ,274584,1037621,3.7788836931503655
868,MOD13A3_006__1_km_monthly_NDVI_doy2017001_aid0025,GANGANAGAR,01/01/2017,14047,-0.0744,0.8182,0.4177553,0.1773824,0.0314645,0.56885,0.8182,0.4478,-0.0744,0.25725,2017,GANGANAGAR,Rabi       ,248342,984304,3.9635019448985673
869,MOD13A3_006__1_km_monthly_NDVI_doy2017032_aid0025,GANGANAGAR,01/02/2017,14047,-0.1808,0.8548,0.4594205,0.19985350000000002,0.0399414,0.6277,0.8548,0.4939,-0.1808,0.2955,2017,GANGANAGAR,Rabi       ,248342,984304,3.9635019448985673
870,MOD13A3_006__1_km_monthly_NDVI_doy2018001_aid0025,GANGANAGAR,01/01/2018,14047,-0.0391,0.8044,0.4122781,0.1844478,0.034020999999999996,0.57055,0.8044,0.4398,-0.0391,0.2448,2018,GANGANAGAR,Rabi       ,262110,1059309,4.041467322879707
871,MOD13A3_006__1_km_monthly_NDVI_doy2018032_aid0025,GANGANAGAR,01/02/2018,14047,-0.0612,0.8361,0.45454459999999997,0.20584560000000002,0.0423724,0.6348,0.8361,0.4889,-0.0612,0.2732,2018,GANGANAGAR,Rabi       ,262110,1059309,4.041467322879707
872,MOD13A3_006__1_km_monthly_NDVI_doy2019001_aid0025,GANGANAGAR,01/01/2019,14047,0.0641,0.7983,0.4405777,0.19070020000000001,0.0363666,0.6047,0.7983,0.4835,0.0641,0.2637,2019,GANGANAGAR,Rabi       ,261633,1094919,4.184942266457213
873,MOD13A3_006__1_km_monthly_NDVI_doy2019032_aid0025,GANGANAGAR,01/02/2019,14047,0.087,0.8586,0.5042013,0.2176692,0.0473799,0.6912,0.8586,0.5599,0.087,0.3199,2019,GANGANAGAR,Rabi       ,261633,1094919,4.184942266457213
874,MOD13A3_006__1_km_monthly_NDVI_doy2001001_aid0026,HANUMANGARH,01/01/2001,10917,-0.1289,0.8623,0.232031,0.156584,0.0245185,0.3508,0.7083,0.1367,-0.1289,0.11199999999999999,2001,HANUMANGARH,Rabi       ,202958,519657,2.5604164408399765
875,MOD13A3_006__1_km_monthly_NDVI_doy2001032_aid0026,HANUMANGARH,01/02/2001,10918,-0.1851,0.8773,0.2664455,0.1948785,0.0379776,0.42265,0.8773,0.1484,-0.1851,0.1103,2001,HANUMANGARH,Rabi       ,202958,519657,2.5604164408399765
876,MOD13A3_006__1_km_monthly_NDVI_doy2002001_aid0026,HANUMANGARH,01/01/2002,10919,-0.1583,0.8065,0.2638808,0.1588899,0.025246,0.39799999999999996,0.7925,0.1724,-0.1583,0.134,2002,HANUMANGARH,Rabi       ,203752,639796,3.1400722446896228
877,MOD13A3_006__1_km_monthly_NDVI_doy2002032_aid0026,HANUMANGARH,01/02/2002,10919,-0.15,0.8714,0.3061482,0.20570570000000002,0.0423149,0.48975,0.8714,0.1894,-0.15,0.1314,2002,HANUMANGARH,Rabi       ,203752,639796,3.1400722446896228
878,MOD13A3_006__1_km_monthly_NDVI_doy2003001_aid0026,HANUMANGARH,01/01/2003,10919,-0.1725,0.7451,0.23248310000000003,0.154694,0.023930200000000002,0.3699,0.7451,0.1409,-0.1725,0.1001,2003,HANUMANGARH,Rabi       ,167298,523366,3.12834582601107
879,MOD13A3_006__1_km_monthly_NDVI_doy2003032_aid0026,HANUMANGARH,01/02/2003,10882,-0.1444,0.8493,0.3137211,0.2114599,0.0447153,0.507975,0.8493,0.2158,-0.1444,0.1275,2003,HANUMANGARH,Rabi       ,167298,523366,3.12834582601107
880,MOD13A3_006__1_km_monthly_NDVI_doy2004001_aid0026,HANUMANGARH,01/01/2004,10919,-0.1726,0.7604,0.29041409999999995,0.16492779999999999,0.027201200000000002,0.4466,0.7604,0.2019,-0.1726,0.1459,2004,HANUMANGARH,Rabi       ,178519,453304,2.5392479231902487
881,MOD13A3_006__1_km_monthly_NDVI_doy2004032_aid0026,HANUMANGARH,01/02/2004,10919,-0.1997,0.8835,0.3453303,0.2167355,0.046974300000000004,0.5492,0.8835,0.247,-0.1997,0.1497,2004,HANUMANGARH,Rabi       ,178519,453304,2.5392479231902487
882,MOD13A3_006__1_km_monthly_NDVI_doy2005001_aid0026,HANUMANGARH,01/01/2005,10919,0.0154,0.8242,0.2753742,0.1773824,0.0314645,0.4478,0.8242,0.1765,0.0154,0.1174,2005,HANUMANGARH,Rabi       ,157654,526746,3.3411521433011533
883,MOD13A3_006__1_km_monthly_NDVI_doy2005032_aid0026,HANUMANGARH,01/02/2005,10919,-0.022000000000000002,0.8636,0.3362783,0.21845900000000001,0.047724300000000004,0.54745,0.8636,0.2363,-0.022000000000000002,0.1349,2005,HANUMANGARH,Rabi       ,157654,526746,3.3411521433011533
884,MOD13A3_006__1_km_monthly_NDVI_doy2006001_aid0026,HANUMANGARH,01/01/2006,10919,-0.0276,0.7947,0.26428670000000004,0.1448339,0.0209769,0.40235,0.7802,0.1881,-0.0276,0.1441,2006,HANUMANGARH,Rabi       ,175779,513169,2.919398790526741
885,MOD13A3_006__1_km_monthly_NDVI_doy2006032_aid0026,HANUMANGARH,01/02/2006,10919,-0.0056,0.8557,0.326961,0.2029943,0.04120669999999999,0.5242,0.8557,0.2254,-0.0056,0.1519,2006,HANUMANGARH,Rabi       ,175779,513169,2.919398790526741
886,MOD13A3_006__1_km_monthly_NDVI_doy2007001_aid0026,HANUMANGARH,01/01/2007,10919,-0.0632,0.8285,0.28953490000000004,0.17004760000000002,0.028916200000000003,0.4562,0.8285,0.2004,-0.0632,0.1403,2007,HANUMANGARH,Rabi       ,186411,633208,3.3968381694213323
887,MOD13A3_006__1_km_monthly_NDVI_doy2007032_aid0026,HANUMANGARH,01/02/2007,10919,-0.0618,0.8574,0.3611307,0.22715239999999998,0.0515982,0.5921,0.8574,0.2726,-0.0618,0.15195,2007,HANUMANGARH,Rabi       ,186411,633208,3.3968381694213323
888,MOD13A3_006__1_km_monthly_NDVI_doy2008001_aid0026,HANUMANGARH,01/01/2008,10918,-0.1437,0.8517,0.2908585,0.1463953,0.0214316,0.423275,0.8065,0.23145,-0.1437,0.1663,2008,HANUMANGARH,Rabi       ,216076,604842,2.799209537384994
889,MOD13A3_006__1_km_monthly_NDVI_doy2008032_aid0026,HANUMANGARH,01/02/2008,10917,-0.1498,0.8411,0.3241933,0.1910789,0.0365111,0.5045,0.8411,0.2433,-0.1498,0.1599,2008,HANUMANGARH,Rabi       ,216076,604842,2.799209537384994
890,MOD13A3_006__1_km_monthly_NDVI_doy2009001_aid0026,HANUMANGARH,01/01/2009,10919,-0.0414,0.7922,0.32627790000000007,0.1750122,0.0306293,0.4876,0.7922,0.2544,-0.0414,0.1707,2009,HANUMANGARH,Rabi       ,207479,680021,3.27754134153336
891,MOD13A3_006__1_km_monthly_NDVI_doy2009032_aid0026,HANUMANGARH,01/02/2009,10919,-0.1064,0.8675,0.3831618,0.2262538,0.0511908,0.60535,0.8675,0.3057,-0.1064,0.17695,2009,HANUMANGARH,Rabi       ,207479,680021,3.27754134153336
892,MOD13A3_006__1_km_monthly_NDVI_doy2010001_aid0026,HANUMANGARH,01/01/2010,10919,0.0861,0.8099,0.3008946,0.20004170000000002,0.040016699999999995,0.4926,0.8099,0.1883,0.0861,0.1259,2010,HANUMANGARH,Rabi       ,217397,657210,3.0230867951259683
893,MOD13A3_006__1_km_monthly_NDVI_doy2010032_aid0026,HANUMANGARH,01/02/2010,10919,0.0859,0.8578,0.3245318,0.21990660000000004,0.0483589,0.5368,0.8578,0.2175,0.0859,0.12505,2010,HANUMANGARH,Rabi       ,217397,657210,3.0230867951259683
894,MOD13A3_006__1_km_monthly_NDVI_doy2011001_aid0026,HANUMANGARH,01/01/2011,10919,-0.1135,0.7481,0.30509240000000004,0.1500092,0.0225028,0.44405,0.7481,0.2483,-0.1135,0.1728,2011,HANUMANGARH,Rabi       ,227096,867972,3.8220488251664495
895,MOD13A3_006__1_km_monthly_NDVI_doy2011032_aid0026,HANUMANGARH,01/02/2011,10919,-0.1021,0.8490000000000001,0.4041437,0.21849539999999998,0.047740199999999997,0.6244,0.8490000000000001,0.3526,-0.1021,0.2027,2011,HANUMANGARH,Rabi       ,227096,867972,3.8220488251664495
896,MOD13A3_006__1_km_monthly_NDVI_doy2012001_aid0026,HANUMANGARH,01/01/2012,10919,-0.0996,0.7781,0.2722317,0.12063,0.0145516,0.3636,0.6452,0.222,-0.0996,0.1752,2012,HANUMANGARH,Rabi       ,247880,896383,3.6161973535581735
897,MOD13A3_006__1_km_monthly_NDVI_doy2012032_aid0026,HANUMANGARH,01/02/2012,10919,-0.1196,0.8683,0.3458884,0.1935249,0.0374519,0.5354,0.8683,0.2625,-0.1196,0.1767,2012,HANUMANGARH,Rabi       ,247880,896383,3.6161973535581735
898,MOD13A3_006__1_km_monthly_NDVI_doy2013001_aid0026,HANUMANGARH,01/01/2013,10919,-0.0239,0.7683,0.263419,0.1381624,0.0190888,0.3877,0.7529,0.198,-0.0239,0.14355,2013,HANUMANGARH,Rabi       ,234125,884340,3.777213027229045
899,MOD13A3_006__1_km_monthly_NDVI_doy2013032_aid0026,HANUMANGARH,01/02/2013,10919,-0.1067,0.8846,0.36800079999999996,0.24095170000000002,0.0580577,0.61665,0.8846,0.2692,-0.1067,0.1433,2013,HANUMANGARH,Rabi       ,234125,884340,3.777213027229045
900,MOD13A3_006__1_km_monthly_NDVI_doy2014001_aid0026,HANUMANGARH,01/01/2014,10919,-0.0418,0.8219,0.3170679,0.18247570000000002,0.0332974,0.49465,0.8219,0.2366,-0.0418,0.1486,2014,HANUMANGARH,Rabi       ,247706,885386,3.5743421636940567
901,MOD13A3_006__1_km_monthly_NDVI_doy2014032_aid0026,HANUMANGARH,01/02/2014,10919,-0.0405,0.8834,0.4127669,0.2548406,0.06494370000000001,0.67935,0.8834,0.3413,-0.0405,0.1618,2014,HANUMANGARH,Rabi       ,247706,885386,3.5743421636940567
902,MOD13A3_006__1_km_monthly_NDVI_doy2015001_aid0026,HANUMANGARH,01/01/2015,10919,-0.0452,0.7324,0.30391090000000004,0.17364849999999998,0.0301538,0.47565,0.7324,0.2355,-0.0452,0.1391,2015,HANUMANGARH,Rabi       ,255214,887259,3.4765295007327186
903,MOD13A3_006__1_km_monthly_NDVI_doy2015032_aid0026,HANUMANGARH,01/02/2015,10919,-0.1675,0.8623,0.3773322,0.24735990000000002,0.0611869,0.63385,0.8623,0.2896,-0.1675,0.1354,2015,HANUMANGARH,Rabi       ,255214,887259,3.4765295007327186
904,MOD13A3_006__1_km_monthly_NDVI_doy2016001_aid0026,HANUMANGARH,01/01/2016,10919,0.1018,0.8236,0.3561118,0.2055635,0.042256300000000004,0.55825,0.8236,0.2822,0.1018,0.159,2016,HANUMANGARH,Rabi       ,243714,973765,3.995523441410834
905,MOD13A3_006__1_km_monthly_NDVI_doy2016032_aid0026,HANUMANGARH,01/02/2016,10919,0.0966,0.8913,0.38753150000000003,0.24560879999999996,0.060323699999999994,0.64285,0.8913,0.3028,0.0966,0.14895,2016,HANUMANGARH,Rabi       ,243714,973765,3.995523441410834
906,MOD13A3_006__1_km_monthly_NDVI_doy2017001_aid0026,HANUMANGARH,01/01/2017,10918,-0.0744,0.8614,0.3622268,0.2122084,0.0450324,0.5769,0.8614,0.28195,-0.0744,0.1615,2017,HANUMANGARH,Rabi       ,240237,969073,4.033820768657617
907,MOD13A3_006__1_km_monthly_NDVI_doy2017032_aid0026,HANUMANGARH,01/02/2017,10919,-0.1421,0.8861,0.4041283,0.25013040000000003,0.06256519999999999,0.65625,0.8861,0.3385,-0.1421,0.1573,2017,HANUMANGARH,Rabi       ,240237,969073,4.033820768657617
908,MOD13A3_006__1_km_monthly_NDVI_doy2018001_aid0026,HANUMANGARH,01/01/2018,10919,-0.0919,0.8122,0.3566861,0.2162758,0.046775199999999996,0.58065,0.8122,0.2656,-0.0919,0.1542,2018,HANUMANGARH,Rabi       ,244534,1079259,4.413533496364513
909,MOD13A3_006__1_km_monthly_NDVI_doy2018032_aid0026,HANUMANGARH,01/02/2018,10919,-0.0612,0.8591,0.3885887,0.2464413,0.06073330000000001,0.64435,0.8591,0.3032,-0.0612,0.1486,2018,HANUMANGARH,Rabi       ,244534,1079259,4.413533496364513
910,MOD13A3_006__1_km_monthly_NDVI_doy2019001_aid0026,HANUMANGARH,01/01/2019,10919,0.0704,0.8439,0.3700246,0.2172236,0.0471861,0.59235,0.8439,0.2962,0.0704,0.1599,2019,HANUMANGARH,Rabi       ,245123,1195063,4.87536053328329
911,MOD13A3_006__1_km_monthly_NDVI_doy2019032_aid0026,HANUMANGARH,01/02/2019,10919,-0.0059,0.8871,0.4192585999999999,0.2589655,0.06706310000000001,0.6865,0.8871,0.3595,-0.0059,0.1596,2019,HANUMANGARH,Rabi       ,245123,1195063,4.87536053328329
912,MOD13A3_006__1_km_monthly_NDVI_doy2001001_aid0027,JAIPUR,01/01/2001,13601,0.0506,0.732,0.33566009999999996,0.1177875,0.0138739,0.4245,0.6974,0.3092,0.0506,0.2394,2001,JAIPUR,Rabi       ,170245,354096,2.0799201151281976
913,MOD13A3_006__1_km_monthly_NDVI_doy2001032_aid0027,JAIPUR,01/02/2001,13601,0.0422,0.7490000000000001,0.3382133,0.13099260000000001,0.017159099999999997,0.4367,0.7357,0.3015,0.0422,0.22899999999999998,2001,JAIPUR,Rabi       ,170245,354096,2.0799201151281976
914,MOD13A3_006__1_km_monthly_NDVI_doy2002001_aid0027,JAIPUR,01/01/2002,13601,-0.08900000000000001,0.6990000000000001,0.3395887,0.12258989999999999,0.015028299999999998,0.4318,0.6990000000000001,0.3025,-0.0419,0.2414,2002,JAIPUR,Rabi       ,161348,496017,3.0742060639115447
915,MOD13A3_006__1_km_monthly_NDVI_doy2002032_aid0027,JAIPUR,01/02/2002,13601,-0.1635,0.7869,0.35013690000000003,0.1431527,0.020492700000000003,0.4634,0.7869,0.3037,-0.1112,0.23199999999999998,2002,JAIPUR,Rabi       ,161348,496017,3.0742060639115447
916,MOD13A3_006__1_km_monthly_NDVI_doy2003001_aid0027,JAIPUR,01/01/2003,13601,-0.0812,0.7038,0.3042621,0.1227896,0.0150773,0.3939,0.6737,0.2635,-0.0634,0.2067,2003,JAIPUR,Rabi       ,145798,425900,2.921164899381336
917,MOD13A3_006__1_km_monthly_NDVI_doy2003032_aid0027,JAIPUR,01/02/2003,13599,-0.1754,0.8004,0.3494522,0.16830920000000002,0.028327999999999996,0.484,0.8004,0.2886,-0.1754,0.20965,2003,JAIPUR,Rabi       ,145798,425900,2.921164899381336
918,MOD13A3_006__1_km_monthly_NDVI_doy2004001_aid0027,JAIPUR,01/01/2004,13588,-0.1854,0.7455,0.369167,0.1326578,0.0175981,0.468125,0.7455,0.3363,-0.0303,0.2606,2004,JAIPUR,Rabi       ,157519,469499,2.9805864689339066
919,MOD13A3_006__1_km_monthly_NDVI_doy2004032_aid0027,JAIPUR,01/02/2004,13596,-0.1972,0.7656,0.36527329999999997,0.146286,0.021399599999999998,0.477525,0.7656,0.3181,-0.0824,0.2455,2004,JAIPUR,Rabi       ,157519,469499,2.9805864689339066
920,MOD13A3_006__1_km_monthly_NDVI_doy2005001_aid0027,JAIPUR,01/01/2005,13601,0.0443,0.7463,0.4051409,0.12353410000000001,0.0152607,0.4967,0.7463,0.3957,0.0443,0.3103,2005,JAIPUR,Rabi       ,155445,464550,2.988516838753257
921,MOD13A3_006__1_km_monthly_NDVI_doy2005032_aid0027,JAIPUR,01/02/2005,13601,0.0646,0.7715,0.393156,0.1357648,0.0184321,0.4934,0.7715,0.3683,0.0646,0.2868,2005,JAIPUR,Rabi       ,155445,464550,2.988516838753257
922,MOD13A3_006__1_km_monthly_NDVI_doy2006001_aid0027,JAIPUR,01/01/2006,13601,0.0323,0.7122,0.3532445,0.11841800000000001,0.014022799999999998,0.4372,0.6973,0.3283,0.0323,0.2623,2006,JAIPUR,Rabi       ,139818,387943,2.7746284455506443
923,MOD13A3_006__1_km_monthly_NDVI_doy2006032_aid0027,JAIPUR,01/02/2006,13601,0.0343,0.7424,0.3461204,0.1352372,0.0182891,0.439,0.7367,0.3043,0.0343,0.2403,2006,JAIPUR,Rabi       ,139818,387943,2.7746284455506443
924,MOD13A3_006__1_km_monthly_NDVI_doy2007001_aid0027,JAIPUR,01/01/2007,13601,0.02,0.7709,0.3396239,0.14497100000000002,0.0210166,0.4498,0.7709,0.2889,0.02,0.2178,2007,JAIPUR,Rabi       ,136066,352372,2.5897138153543136
925,MOD13A3_006__1_km_monthly_NDVI_doy2007032_aid0027,JAIPUR,01/02/2007,13601,-0.07400000000000001,0.7802,0.34328159999999996,0.1606173,0.025797900000000006,0.4659,0.7802,0.2827,-0.07400000000000001,0.2113,2007,JAIPUR,Rabi       ,136066,352372,2.5897138153543136
926,MOD13A3_006__1_km_monthly_NDVI_doy2008001_aid0027,JAIPUR,01/01/2008,13601,0.0618,0.7362,0.33200820000000003,0.1315056,0.017293700000000002,0.4246,0.7201,0.2877,0.0618,0.2271,2008,JAIPUR,Rabi       ,132008,288950,2.188882491970184
927,MOD13A3_006__1_km_monthly_NDVI_doy2008032_aid0027,JAIPUR,01/02/2008,13601,0.063,0.746,0.3304757,0.14057820000000001,0.0197622,0.4281,0.741,0.27699999999999997,0.063,0.2194,2008,JAIPUR,Rabi       ,132008,288950,2.188882491970184
928,MOD13A3_006__1_km_monthly_NDVI_doy2009001_aid0027,JAIPUR,01/01/2009,13585,-0.184,0.7664,0.3804668,0.1323127,0.017506599999999997,0.4743,0.7664,0.3496,-0.0163,0.278,2009,JAIPUR,Rabi       ,136789,425084,3.1075890605238725
929,MOD13A3_006__1_km_monthly_NDVI_doy2009032_aid0027,JAIPUR,01/02/2009,13600,-0.1528,0.7637,0.36399190000000003,0.1466662,0.021511000000000002,0.4678,0.7637,0.3152,-0.068,0.2504,2009,JAIPUR,Rabi       ,136789,425084,3.1075890605238725
930,MOD13A3_006__1_km_monthly_NDVI_doy2010001_aid0027,JAIPUR,01/01/2010,13601,-0.019,0.7440000000000001,0.3530374,0.15117779999999997,0.0228547,0.4734,0.7440000000000001,0.3086,-0.019,0.225,2010,JAIPUR,Rabi       ,139226,447502,3.214212862540043
931,MOD13A3_006__1_km_monthly_NDVI_doy2010032_aid0027,JAIPUR,01/02/2010,13601,0.046,0.7583,0.33274390000000004,0.15766960000000002,0.024859700000000002,0.4465,0.7583,0.272,0.046,0.20600000000000002,2010,JAIPUR,Rabi       ,139226,447502,3.214212862540043
932,MOD13A3_006__1_km_monthly_NDVI_doy2011001_aid0027,JAIPUR,01/01/2011,13570,-0.1756,0.7448,0.42640029999999995,0.11566780000000002,0.013378999999999999,0.508875,0.7448,0.4206,0.0967,0.3431,2011,JAIPUR,Rabi       ,158861,590946,3.7198934917947137
933,MOD13A3_006__1_km_monthly_NDVI_doy2011032_aid0027,JAIPUR,01/02/2011,13589,-0.1823,0.7835,0.46782840000000003,0.13687470000000002,0.0187347,0.574,0.7835,0.45899999999999996,0.0521,0.3648,2011,JAIPUR,Rabi       ,158861,590946,3.7198934917947137
934,MOD13A3_006__1_km_monthly_NDVI_doy2012001_aid0027,JAIPUR,01/01/2012,13596,-0.1788,0.7324,0.4010007,0.1232562,0.0151921,0.489025,0.7324,0.3881,0.0397,0.3061,2012,JAIPUR,Rabi       ,148076,461366,3.1157378643399336
935,MOD13A3_006__1_km_monthly_NDVI_doy2012032_aid0027,JAIPUR,01/02/2012,13601,-0.1867,0.7448,0.3812759,0.131667,0.0173362,0.4698,0.7448,0.3554,-0.0057,0.2796,2012,JAIPUR,Rabi       ,148076,461366,3.1157378643399336
936,MOD13A3_006__1_km_monthly_NDVI_doy2013001_aid0027,JAIPUR,01/01/2013,13567,-0.1847,0.7124,0.38717090000000004,0.1106414,0.0122415,0.46925,0.7124,0.3818,0.063,0.3041,2013,JAIPUR,Rabi       ,151092,510277,3.3772602123209703
937,MOD13A3_006__1_km_monthly_NDVI_doy2013032_aid0027,JAIPUR,01/02/2013,13574,-0.1847,0.7831,0.4180732,0.145972,0.021307800000000002,0.5258,0.7831,0.3992,-0.0256,0.3052,2013,JAIPUR,Rabi       ,151092,510277,3.3772602123209703
938,MOD13A3_006__1_km_monthly_NDVI_doy2014001_aid0027,JAIPUR,01/01/2014,13601,-0.0837,0.7778,0.43833900000000003,0.1244305,0.0154829,0.5353,0.7778,0.4349,0.0617,0.3435,2014,JAIPUR,Rabi       ,153563,473829,3.0855674869597496
939,MOD13A3_006__1_km_monthly_NDVI_doy2014032_aid0027,JAIPUR,01/02/2014,13601,0.0109,0.8109,0.47115379999999996,0.1444569,0.0208678,0.586,0.8109,0.4591,0.0283,0.3594,2014,JAIPUR,Rabi       ,153563,473829,3.0855674869597496
940,MOD13A3_006__1_km_monthly_NDVI_doy2015001_aid0027,JAIPUR,01/01/2015,13601,-0.1707,0.7563,0.41426369999999996,0.12656869999999998,0.0160196,0.5093,0.7563,0.4,0.0343,0.318,2015,JAIPUR,Rabi       ,157649,502927,3.19016930015414
941,MOD13A3_006__1_km_monthly_NDVI_doy2015032_aid0027,JAIPUR,01/02/2015,13601,-0.0293,0.7788,0.41032029999999997,0.1394253,0.0194394,0.5144,0.7788,0.386,-0.0155,0.3017,2015,JAIPUR,Rabi       ,157649,502927,3.19016930015414
942,MOD13A3_006__1_km_monthly_NDVI_doy2016001_aid0027,JAIPUR,01/01/2016,13601,0.063,0.7413,0.3596228,0.128839,0.0165995,0.447,0.7284,0.3218,0.063,0.2582,2016,JAIPUR,Rabi       ,150350,477120,3.173395410708347
943,MOD13A3_006__1_km_monthly_NDVI_doy2016032_aid0027,JAIPUR,01/02/2016,13601,0.0624,0.7909,0.36595659999999997,0.14735610000000002,0.021713800000000002,0.4661,0.7909,0.3177,0.0624,0.2483,2016,JAIPUR,Rabi       ,150350,477120,3.173395410708347
944,MOD13A3_006__1_km_monthly_NDVI_doy2017001_aid0027,JAIPUR,01/01/2017,13601,0.0293,0.7802,0.4225603,0.1269835,0.016124799999999998,0.5167,0.7802,0.4125,0.0514,0.3249,2017,JAIPUR,Rabi       ,157232,569358,3.6211331026763
945,MOD13A3_006__1_km_monthly_NDVI_doy2017032_aid0027,JAIPUR,01/02/2017,13601,0.0175,0.7985,0.4104161,0.13638570000000003,0.0186011,0.5015,0.7929,0.3926,0.0175,0.3065,2017,JAIPUR,Rabi       ,157232,569358,3.6211331026763
946,MOD13A3_006__1_km_monthly_NDVI_doy2018001_aid0027,JAIPUR,01/01/2018,13601,-0.0328,0.7657,0.35148379999999996,0.1234107,0.015230200000000003,0.4209,0.6635,0.3161,0.047,0.259,2018,JAIPUR,Rabi       ,140904,512683,3.638526940328167
947,MOD13A3_006__1_km_monthly_NDVI_doy2018032_aid0027,JAIPUR,01/02/2018,13601,0.0503,0.7825,0.339904,0.13316229999999998,0.0177322,0.4071,0.6554,0.2949,0.0503,0.2415,2018,JAIPUR,Rabi       ,140904,512683,3.638526940328167
948,MOD13A3_006__1_km_monthly_NDVI_doy2019001_aid0027,JAIPUR,01/01/2019,13601,0.0452,0.7507,0.3906766,0.11795710000000001,0.013913900000000002,0.4669,0.7120000000000001,0.3708,0.0604,0.303,2019,JAIPUR,Rabi       ,139519,530407,3.801682924906285
949,MOD13A3_006__1_km_monthly_NDVI_doy2019032_aid0027,JAIPUR,01/02/2019,13601,0.0559,0.7896,0.392771,0.13376429999999997,0.0178929,0.4774,0.7559,0.3628,0.0559,0.2912,2019,JAIPUR,Rabi       ,139519,530407,3.801682924906285
950,MOD13A3_006__1_km_monthly_NDVI_doy2001001_aid0028,JAISALMER,01/01/2001,45851,-0.1321,0.4222,0.10286700000000001,0.02214,0.0004902,0.1158,0.1575,0.1005,0.0474,0.0879,2001,JAISALMER,Rabi       ,11003,26426,2.4017086249204764
951,MOD13A3_006__1_km_monthly_NDVI_doy2001032_aid0028,JAISALMER,01/02/2001,45852,-0.1827,0.4453,0.09872339999999999,0.021002200000000002,0.00044110000000000004,0.1092,0.1449,0.0962,0.0521,0.0854,2001,JAISALMER,Rabi       ,11003,26426,2.4017086249204764
952,MOD13A3_006__1_km_monthly_NDVI_doy2002001_aid0028,JAISALMER,01/01/2002,45852,0.0023,0.4774,0.1245177,0.0279353,0.0007803999999999999,0.14,0.1911,0.1215,0.0556,0.1059,2002,JAISALMER,Rabi       ,11448,31975,2.7930642907058
953,MOD13A3_006__1_km_monthly_NDVI_doy2002032_aid0028,JAISALMER,01/02/2002,45853,-0.0682,0.4214,0.1154827,0.0263279,0.0006932,0.1285,0.1738,0.11199999999999999,0.0542,0.0983,2002,JAISALMER,Rabi       ,11448,31975,2.7930642907058
