,District,Year,January,February,March,October,November,December,Annual Total,Unnamed: 0,FNCount,FNMinimum,FNMaximum,FNMean,FNStandard Deviation,FNVariance,FNUpper Quartile,FNUpper 1.5 IQR,FNMedian,FNLower 1.5 IQR,FNLower Quartile,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),JNCount,JNMinimum,JNMaximum,JNMean,JNStandard Deviation,JNVariance,JNUpper Quartile,JNUpper 1.5 IQR,JNMedian,JNLower 1.5 IQR,JNLower Quartile,FECount,FEMinimum,FEMaximum,FEMean,FEStandard Deviation,FEVariance,FEUpper Quartile,FEUpper 1.5 IQR,FEMedian,FELower 1.5 IQR,FELower Quartile,JECount,JEMinimum,JEMaximum,JEMean,JEStandard Deviation,JEVariance,JEUpper Quartile,JEUpper 1.5 IQR,JEMedian,JELower 1.5 IQR,JELower Quartile
225,JAISALMER,2017,0.0,0.0,0.1,0.0,0.0,2.5,233.5,983,45853,0.0486,0.6922,0.12203519999999998,0.052683,0.0027754999999999998,0.1301,0.1841,0.1093,0.0486,0.0941,Rabi       ,9989,13824,1.383922315,45853,0.0496,0.727,0.1291687,0.04745069999999999,0.0022516,0.1401,0.1939,0.1209,0.052000000000000005,0.1042,45853,0.0299,0.509,0.0871699,0.0377891,0.001428,0.0922,0.1297,0.0781,0.0299,0.0672,45853,0.0302,0.5462,0.0885847,0.033156,0.0010993,0.0965,0.1346,0.0831,0.0353,0.0711
226,JAISALMER,2018,1.64773465067043,4.460146632164983,3.669637732298284,3.057790323845371,1.694843566219713,2.378971222457462,189.9048741472596,985,45853,0.0503,0.64,0.12713010000000002,0.0502446,0.0025245000000000003,0.1363,0.1912,0.1125,0.0503,0.0997,Rabi       ,8983,16116,1.7940554380000002,45853,0.0541,0.6458,0.125497,0.042084300000000005,0.0017710999999999998,0.1359,0.1855,0.1165,0.0541,0.1028,45853,0.0315,0.496,0.0909436,0.0370652,0.0013737999999999999,0.0975,0.1375,0.0799,0.0315,0.0708,45853,0.033,0.4862,0.0873232,0.029388900000000003,0.0008637,0.0951,0.1306,0.0809,0.0369,0.0714
227,JAISALMER,2019,1.64773465067043,4.460146632164983,3.669637732298284,3.057790323845371,1.694843566219712,2.378971222457461,189.9048741472595,987,45853,0.0346,0.6578,0.11277160000000001,0.058748,0.0034513000000000005,0.1178,0.1716,0.0943,0.0346,0.0819,Rabi       ,7882,14209,1.802715047,45853,0.0416,0.6063,0.10971680000000002,0.042099199999999996,0.0017722999999999999,0.1185,0.1663,0.0999,0.0416,0.0866,45853,0.0204,0.4926,0.0797872,0.0424555,0.0018024999999999998,0.0826,0.1202,0.0663,0.0204,0.0575,45853,0.0249,0.4303,0.0764145,0.0294464,0.0008671,0.0828,0.1168,0.0697,0.0261,0.0601
228,JHALAWAR,2001,2.11,0.038,2.798,29.768,2.706,0.0,751.671,989,7796,0.1492,0.7702,0.3133347,0.1063278,0.011305599999999999,0.3582,0.5407,0.287,0.1492,0.236375,Rabi       ,45144,86361,1.9130116959999999,7796,0.1588,0.7296,0.3377733,0.1074872,0.0115535,0.38799999999999996,0.5821,0.3122,0.1588,0.2586,7796,0.0604,0.5184,0.1825881,0.0766375,0.005873300000000001,0.2089,0.3277,0.1628,0.0604,0.1295,7796,0.0668,0.4895,0.1971694,0.07554580000000001,0.0057072,0.226525,0.3507,0.1791,0.0668,0.1437
229,JHALAWAR,2002,0.004,6.598,2.166,0.887,16.139,3.616,477.764,991,7796,0.152,0.7364,0.34198090000000003,0.1201771,0.0144425,0.413225,0.6627,0.3166,0.152,0.246475,Rabi       ,48161,121599,2.5248437530000003,7796,0.1533,0.7163,0.36414709999999995,0.12335299999999999,0.015216,0.4482,0.7163,0.33905,0.1533,0.2645,7796,0.0628,0.5295,0.2010666,0.0871974,0.007603399999999999,0.2465,0.4144,0.18075,0.0628,0.134275,7796,0.0631,0.4941,0.21891020000000003,0.08853369999999999,0.0078382,0.2742,0.462,0.1998,0.0631,0.1489
230,JHALAWAR,2003,4.988412844036697,1.783036697247706,2.72391743119266,18.84154128440366,21.7999266055046,4.448532110091744,901.7398532110087,993,7796,0.1292,0.7429,0.28629699999999997,0.09374060000000001,0.0087873,0.3181,0.4582,0.2661,0.1292,0.224675,Rabi       ,21558,48080,2.2302625480000002,7796,0.1464,0.6805,0.29942540000000006,0.0814068,0.0066271,0.3339,0.4676,0.28535,0.1464,0.244575,7796,0.0409,0.5710000000000001,0.1550098,0.0661944,0.0043817,0.1723,0.2608,0.14095,0.0409,0.1133,7796,0.0577,0.489,0.1661797,0.055945400000000006,0.0031299,0.1858,0.2701,0.15655,0.0577,0.1296
231,JHALAWAR,2004,8.6,0.0,0.0,14.8,0.0,0.0,808.8,995,7796,0.1351,0.7682,0.36907840000000003,0.123106,0.015155100000000001,0.4439,0.6961,0.3396,0.1351,0.2756,Rabi       ,34651,96196,2.776139217,7796,0.0955,0.743,0.3937367,0.1213742,0.0147317,0.465825,0.7091,0.36725,0.0955,0.3036,7796,0.0462,0.5209,0.2168144,0.0923036,0.00852,0.261025,0.4273,0.1906,0.0462,0.1501,7796,0.0288,0.5306,0.21891359999999999,0.0846583,0.007167,0.2615,0.4144,0.19699999999999998,0.0288,0.1595
232,JHALAWAR,2005,1.8,0.0,5.2,0.0,0.0,0.0,661.8,997,7796,-0.1654,0.7542,0.3856283,0.12324660000000001,0.015189700000000002,0.4766,0.7542,0.3718,0.1405,0.2857,Rabi       ,49431,161194,3.260990067,7796,-0.0198,0.7657,0.42385200000000006,0.138953,0.0193079,0.5282,0.7657,0.4081,0.0324,0.3117,7796,-0.0213,0.5791,0.22688070000000002,0.0913015,0.008336,0.288225,0.4877,0.212,-0.0213,0.155075,7796,-0.0051,0.5770000000000001,0.2484669,0.10106960000000001,0.010215100000000001,0.312025,0.5258,0.2299,-0.0051,0.1693
233,JHALAWAR,2006,0.0,0.0,11.8,6.8,0.0,0.0,1087.0,999,7795,0.1517,0.7534,0.3335478,0.11887139999999999,0.0141304,0.3849,0.5931,0.3004,0.1517,0.24600000000000002,Rabi       ,37166,102947,2.7699241239999997,7795,-0.0135,0.7377,0.36821170000000003,0.1224018,0.014982200000000001,0.43145,0.6629999999999999,0.34,0.1446,0.27699999999999997,7795,0.0617,0.5448,0.20416220000000002,0.09124249999999999,0.008325200000000001,0.23475,0.3753,0.1769,0.0617,0.1409,7795,-0.0035,0.5614,0.2186487,0.08787589999999999,0.007722199999999999,0.2547,0.4027,0.1969,0.0517,0.1559
234,JHALAWAR,2007,0.0,0.8,0.0,0.0,0.0,1.8,725.9999999999999,1001,7795,0.091,0.8096,0.4041307,0.1307898,0.017106,0.50315,0.8096,0.3949,0.091,0.2948,Rabi       ,72456,235175,3.245762946,7796,-0.0168,0.7811,0.4385924,0.1454142,0.0211453,0.5552,0.7811,0.42815,-0.0168,0.3174,7795,0.0298,0.5661,0.23634439999999998,0.0898581,0.0080745,0.30205,0.5107,0.2256,0.0298,0.16275,7796,-0.0044,0.5712,0.2709861,0.107759,0.011612,0.3508,0.5712,0.25595,-0.0044,0.1822
235,JHALAWAR,2008,0.0,0.0,1.7,0.5,10.8,0.0,618.7,1003,7796,0.1261,0.7551,0.3588364,0.1231338,0.0151619,0.439025,0.7094,0.33205,0.1261,0.258175,Rabi       ,57376,164458,2.866320413,7795,0.1244,0.7686,0.4002672,0.1323931,0.017527900000000003,0.4924,0.7686,0.3751,0.1244,0.29405,7796,0.057999999999999996,0.5422,0.22409310000000002,0.092477,0.008551999999999999,0.2754,0.4605,0.19795,0.057999999999999996,0.1517,7795,0.044000000000000004,0.5598,0.23724099999999998,0.09118079999999999,0.008313899999999999,0.29315,0.4826,0.2149,0.044000000000000004,0.16645
236,JHALAWAR,2009,1.5,0.0,0.0,44.5,24.5,6.8,689.2,1005,7796,-0.0365,0.7472,0.3969798,0.1289537,0.016628999999999998,0.49045,0.7472,0.37799999999999995,0.1647,0.292375,Rabi       ,58810,163674,2.7830981130000003,7796,-0.0729,0.7891,0.4620373,0.1382934,0.0191251,0.5696,0.7891,0.4549,0.18,0.3526,7796,-0.0109,0.537,0.22655509999999998,0.090227,0.0081409,0.2798,0.4641,0.2081,-0.0109,0.1567,7796,-0.0225,0.5366,0.2570832,0.0955829,0.009136100000000001,0.3242,0.5366,0.2419,-0.0225,0.18100000000000002
237,JHALAWAR,2010,2.8,0.3,0.0,0.0,39.3,0.0,601.5,1007,7796,0.0194,0.8103,0.4263187,0.1242538,0.015438999999999998,0.5165,0.7968,0.42375,0.1236,0.32905,Rabi       ,67915,226609,3.3366561139999997,7796,0.1098,0.8212,0.5187188,0.1387659,0.019256,0.6355,0.8212,0.5347,0.1098,0.4106,7796,0.0051,0.5527,0.23722390000000002,0.08743889999999999,0.007645600000000001,0.2948,0.4846,0.23005,0.0051,0.1669,7796,0.0294,0.5770000000000001,0.29649000000000003,0.1014857,0.0102994,0.379025,0.5770000000000001,0.3012,0.0294,0.2114
238,JHALAWAR,2011,0.0,0.0,0.0,0.0,0.0,0.0,1435.1,1009,7796,0.1323,0.7979,0.39728,0.1326757,0.0176028,0.4734,0.7392,0.37095,0.1323,0.2959,Rabi       ,70511,222286,3.152501028,7796,-0.1062,0.8035,0.4480222,0.1293646,0.0167352,0.5413,0.8035,0.43615,0.1368,0.3448,7796,0.0786,0.5838,0.2398036,0.1029657,0.0106019,0.2925,0.4882,0.21175,0.0786,0.162,7796,-0.0322,0.5715,0.25307820000000003,0.09509169999999999,0.009042399999999999,0.3138,0.517,0.2338,0.0461,0.178075
239,JHALAWAR,2012,0.1,28.7,20.3,0.0,0.0,0.2,724.8,1011,7796,-0.1153,0.7929999999999999,0.4576312,0.1403912,0.0197097,0.576925,0.7929999999999999,0.4563,0.1156,0.3384,Rabi       ,87563,330747,3.777246097,7795,-0.0536,0.8013,0.4893063,0.13847679999999998,0.0191758,0.60975,0.8013,0.4941,0.0212,0.37305,7796,-0.0259,0.573,0.2810605,0.10460919999999999,0.010943099999999999,0.364625,0.573,0.2719,-0.0259,0.1905,7795,-0.011000000000000001,0.5988,0.3010005,0.1024632,0.010498700000000001,0.3854,0.5988,0.2967,-0.011000000000000001,0.2134
240,JHALAWAR,2013,6.8,2.3,3.4,41.1,0.6,0.0,1428.9,1013,7795,-0.0653,0.8312,0.47631009999999996,0.14744749999999998,0.021740799999999998,0.59725,0.8312,0.4677,0.1345,0.3555,Rabi       ,86055,279018,3.2423217710000003,7795,-0.1158,0.8118,0.4853221,0.1455996,0.0211993,0.6112,0.8118,0.4855,0.0667,0.3649,7795,-0.0174,0.6354,0.29725050000000003,0.113883,0.012969299999999998,0.3819,0.6354,0.2826,-0.0174,0.2024,7795,-0.0257,0.5958,0.3005913,0.105294,0.011086799999999999,0.3829,0.5958,0.2922,-0.0257,0.2132
241,JHALAWAR,2014,0.0,0.0,30.7,0.0,0.0,0.6,813.8,1015,7795,-0.1444,0.8515,0.5378261,0.1510163,0.022805900000000004,0.66205,0.8515,0.5664,0.1417,0.4166,Rabi       ,106834,329955,3.088483067,7796,-0.0073,0.8475,0.5772366,0.1588764,0.0252417,0.7138,0.8475,0.61795,0.0732,0.450975,7795,-0.0296,0.6839,0.31987740000000003,0.12323579999999999,0.0151871,0.4135,0.6839,0.3274,-0.0296,0.21245,7796,-0.0021,0.6286,0.34402350000000004,0.13082439999999998,0.017115000000000002,0.454525,0.6286,0.36095,-0.0021,0.225875
242,JHALAWAR,2015,0.0,0.0,0.6,1.4,0.0,0.0,1115.4,1017,7796,-0.0078,0.8343,0.5064334,0.15112579999999998,0.022838999999999998,0.63195,0.8343,0.5148,0.0685,0.385375,Rabi       ,112534,352790,3.134963655,7796,-0.021,0.8346,0.5316247,0.14578310000000003,0.021252700000000003,0.6516,0.8346,0.5482,0.1133,0.4204,7796,-0.002,0.6082,0.2899919,0.11510619999999999,0.0132494,0.3795,0.6082,0.2838,-0.002,0.192275,7796,-0.0047,0.6611,0.30269179999999996,0.11311500000000001,0.012795,0.390325,0.6212,0.29855,-0.0047,0.209875
243,JHALAWAR,2016,2.0,2.6,0.0,18.0,0.0,0.0,1144.6,1019,7796,-0.1852,0.8245,0.45281140000000003,0.15785320000000003,0.024917599999999998,0.589,0.8245,0.44255,-0.027999999999999997,0.317675,Rabi       ,102108,354563,3.4724311510000003,7795,-0.0728,0.831,0.48658690000000004,0.1519326,0.0230835,0.61745,0.831,0.4922,-0.026000000000000002,0.3589,7796,-0.0283,0.5751,0.26653879999999996,0.1100798,0.012117600000000001,0.3509,0.5751,0.25305,-0.0283,0.1736,7795,-0.0157,0.5557,0.2844777,0.10331710000000001,0.0106744,0.36575,0.5557,0.2818,-0.0157,0.1974
244,JHALAWAR,2017,0.0,0.0,0.0,0.0,0.0,2.3,4678.6,1021,7794,-0.0672,0.8335,0.4867693,0.15569070000000002,0.0242396,0.618675,0.8335,0.49515,0.0709,0.355625,Rabi       ,109041,417546,3.829256885,7795,-0.11199999999999999,0.8411,0.5391282,0.1578348,0.024911799999999998,0.6741,0.8411,0.5698,0.0089,0.4063,7794,-0.0107,0.6133,0.2956988,0.11372349999999999,0.012933000000000002,0.3838,0.6133,0.2946,-0.0107,0.196625,7795,-0.0301,0.6072,0.3181719,0.11368710000000001,0.012924799999999998,0.41005,0.6072,0.3288,-0.0301,0.21745
245,JHALAWAR,2018,4.766029169607151,1.963538775190151,3.031033482317885,18.2313636007214,20.50078569748295,4.208876342821298,944.7229389163332,1023,7796,-0.142,0.8354,0.44739940000000006,0.1455629,0.0211886,0.56535,0.8354,0.4354,0.0305,0.3246,Rabi       ,102202,413256,4.043521653,7795,-0.1094,0.8451,0.5219364000000001,0.1523766,0.0232186,0.6509,0.8451,0.5373,0.0439,0.39905,7796,-0.0224,0.6355,0.2709394,0.1063807,0.0113169,0.3462,0.5884,0.25505,-0.0224,0.182375,7795,-0.0167,0.6055,0.30212740000000005,0.1077588,0.011612,0.3861,0.6055,0.3002,-0.0167,0.2121
246,JHALAWAR,2019,4.76602916960715,1.963538775190151,3.031033482317885,18.2313636007214,20.50078569748295,4.208876342821297,944.7229389163332,1025,7796,-0.1108,0.8578,0.5230521,0.15525999999999998,0.0241057,0.652125,0.8578,0.5406,0.0792,0.3977,Rabi       ,105638,426073,4.033330809,7796,-0.1906,0.8343,0.5532012,0.1592135,0.0253489,0.6887,0.8343,0.58875,0.0851,0.4215,7796,-0.0195,0.6867,0.3447175,0.1279639,0.0163748,0.441625,0.6867,0.3477,-0.0195,0.235175,7796,-0.0304,0.6565,0.34684040000000005,0.12257839999999999,0.015025499999999999,0.4388,0.6565,0.35885,-0.0304,0.242075
247,JODHPUR,2001,0.0,0.074,0.058,9.284,0.531,0.0,338.397,1027,27279,0.0618,0.7145,0.1588984,0.07009560000000001,0.004913399999999999,0.182,0.2868,0.1389,0.0618,0.1121,Rabi       ,46851,101724,2.171223667,27279,0.0611,0.7252,0.16494979999999998,0.06716860000000001,0.004511600000000001,0.1895,0.2955,0.1457,0.0611,0.1188,27279,0.0466,0.5144,0.11096189999999999,0.046889,0.0021986,0.1252,0.1928,0.0975,0.0466,0.0801,27279,0.0439,0.4891,0.1131097,0.0434005,0.0018835999999999998,0.1275,0.1929,0.1015,0.0439,0.0839
248,JODHPUR,2002,0.0,0.147,0.755,0.012,6.489,5.692,63.724,1029,27279,0.067,0.6942,0.17013910000000002,0.0705415,0.004976100000000001,0.1979,0.3125,0.151,0.067,0.1215,Rabi       ,38463,104487,2.7165587710000003,27279,0.0649,0.6872,0.1783483,0.0657734,0.0043261,0.2079,0.3215,0.1635,0.0649,0.1321,27279,0.0515,0.506,0.1168675,0.0462121,0.0021355999999999997,0.1327,0.2018,0.1039,0.0515,0.0866,27279,0.0482,0.4879,0.1202779,0.041313800000000005,0.0017067999999999999,0.1374,0.2052,0.111,0.0482,0.0922
249,JODHPUR,2003,1.885559633027523,4.495825688073394,3.723311926605505,5.217880733944955,4.261146788990826,1.307568807339449,311.6625504587156,1031,27279,0.0595,0.648,0.1295982,0.06579489999999999,0.0043289999999999995,0.1442,0.2265,0.11,0.0595,0.0893,Rabi       ,40643,80102,1.9708682919999998,27279,0.0532,0.7205,0.1364995,0.0662051,0.0043831,0.1573,0.2548,0.1184,0.0532,0.0922,27279,0.0414,0.4638,0.0930054,0.0445124,0.0019814,0.1029,0.1581,0.0791,0.0414,0.0661,27279,0.04,0.5247,0.0942599,0.0432586,0.0018713,0.1069,0.1682,0.0819,0.04,0.066
250,JODHPUR,2004,0.0,0.0,0.0,10.3,0.0,0.0,221.7,1033,27279,0.0659,0.7091,0.1822654,0.075541,0.0057063999999999995,0.2077,0.3221,0.1701,0.0659,0.1314,Rabi       ,36836,93104,2.527527419,27279,0.068,0.7340000000000001,0.18885929999999998,0.07504010000000001,0.005631000000000001,0.214,0.326,0.1768,0.068,0.1393,27279,0.0508,0.5318,0.1258271,0.051465,0.0026486,0.1421,0.2184,0.1169,0.0508,0.0912,27279,0.0486,0.5289,0.1283033,0.0490139,0.0024024000000000003,0.1436,0.2145,0.1203,0.0486,0.0963
251,JODHPUR,2005,0.0,1.8,0.9,0.0,0.0,0.0,246.8,1035,27279,0.0591,0.7241,0.15988029999999998,0.08111460000000001,0.0065796000000000006,0.1851,0.3045,0.1431,0.0591,0.1055,Rabi       ,34403,76125,2.212743075,27279,0.0557,0.7476,0.1675543,0.0831534,0.0069145,0.1946,0.3199,0.1527,0.0557,0.111,27279,0.0393,0.5192,0.11164729999999999,0.055283000000000006,0.0030562,0.1275,0.2058,0.0991,0.0393,0.0753,27279,0.0434,0.5385,0.11457360000000001,0.0549698,0.0030217,0.1298,0.2072,0.1041,0.0434,0.0782
252,JODHPUR,2006,0.0,0.0,0.6000000000000001,0.0,0.0,0.3,223.4,1037,27279,0.0714,0.7084,0.16049360000000001,0.0713249,0.0050872,0.1849,0.2944,0.1453,0.0714,0.1119,Rabi       ,35843,75319,2.1013587030000003,27279,0.0659,0.7182,0.16497089999999998,0.0752834,0.0056676,0.1906,0.3056,0.1493,0.0659,0.1139,27279,0.0525,0.52,0.11265719999999999,0.0489186,0.002393,0.1278,0.1996,0.1016,0.0525,0.0799,27279,0.0521,0.5358,0.11501549999999999,0.0514369,0.0026458000000000002,0.1303,0.2039,0.1037,0.0521,0.0812
253,JODHPUR,2007,0.0,45.0,21.0,0.0,0.0,0.0,321.2,1039,27279,0.0589,0.7156,0.1610331,0.0760859,0.0057891,0.1817,0.2938,0.1499,0.0589,0.1069,Rabi       ,37751,76355,2.0225954280000003,27279,0.0342,0.7216,0.1684725,0.0765118,0.0058541,0.1919,0.3105,0.1601,0.0342,0.1128,27279,0.0398,0.526,0.11046960000000002,0.0501787,0.0025179,0.12300000000000001,0.1945,0.1027,0.0398,0.0753,27279,0.0141,0.5357,0.11523620000000001,0.0510031,0.0026013,0.1288,0.2036,0.1085,0.0141,0.0789
254,JODHPUR,2008,0.0,0.0,0.5,0.0,0.0,0.6000000000000001,273.7,1041,27279,0.0627,0.6922,0.1645691,0.07822910000000001,0.0061198,0.1893,0.3063,0.1457,0.0627,0.1113,Rabi       ,41824,86363,2.064914881,27279,0.0576,0.7133,0.17064300000000002,0.0750938,0.0056391,0.1959,0.3097,0.1533,0.0576,0.12,27279,0.0446,0.521,0.11660510000000002,0.05478580000000001,0.0030015000000000003,0.1314,0.2083,0.1033,0.0446,0.0801,27279,0.0442,0.5392,0.1173996,0.0510165,0.0026027,0.1311,0.2011,0.1052,0.0442,0.0844
255,JODHPUR,2009,0.0,1.3,0.4,0.0,0.0,0.0,139.2,1043,27279,0.0628,0.6048,0.16455079999999997,0.06982200000000001,0.0048751,0.1891,0.3014,0.151,0.0628,0.1142,Rabi       ,41501,81665,1.967783909,27279,0.0642,0.7043,0.1750409,0.081704,0.006675499999999999,0.1996,0.3209,0.1574,0.0642,0.1187,27279,0.0448,0.4822,0.11442480000000001,0.0473299,0.0022401,0.1298,0.2037,0.105,0.0448,0.0805,27279,0.0439,0.5264,0.1200942,0.055933699999999996,0.0031285999999999996,0.1349,0.2138,0.1074,0.0439,0.0823
256,JODHPUR,2010,0.3,0.1,0.0,0.0,40.3,8.9,441.1,1045,27279,0.062,0.6673,0.1572581,0.0775253,0.006010199999999999,0.1783,0.2915,0.1406,0.062,0.1028,Rabi       ,53143,132805,2.499012099,27279,0.0467,0.7049,0.1602212,0.07726369999999999,0.0059697,0.1815,0.2929,0.1431,0.0467,0.1072,27279,0.0454,0.4746,0.10976949999999999,0.053029599999999996,0.0028120999999999997,0.1212,0.1929,0.0984,0.0454,0.0734,27279,0.033,0.4943,0.10894619999999999,0.051385400000000005,0.0026405,0.1196,0.18600000000000003,0.0971,0.033,0.0753
257,JODHPUR,2011,0.6,0.0,0.0,0.0,0.0,0.0,325.9,1047,27279,0.0809,0.7531,0.2081224,0.0876044,0.007674500000000001,0.2371,0.3709,0.1897,0.0809,0.1479,Rabi       ,59285,149046,2.5140592059999998,27279,0.0801,0.6932,0.20751,0.0715873,0.0051247,0.2328,0.3409,0.1935,0.0801,0.1607,27279,0.0552,0.5369,0.1384185,0.057913099999999995,0.0033539,0.15535,0.2377,0.1237,0.0552,0.1004,27279,0.0543,0.4685,0.1355471,0.0463142,0.0021449999999999998,0.1502,0.2157,0.125,0.0543,0.1065
258,JODHPUR,2012,15.6,16.9,1.7,0.1,0.0,0.1,360.4,1049,27279,0.073,0.6692,0.2010593,0.060425099999999995,0.0036512,0.221,0.312,0.1922,0.073,0.1603,Rabi       ,50154,136352,2.718666507,27279,0.071,0.6543,0.2065951,0.051032999999999995,0.0026044,0.2292,0.3154,0.2008,0.0914,0.1717,27279,0.0563,0.4728,0.13787249999999998,0.040549800000000004,0.0016442999999999998,0.151,0.2107,0.1308,0.0563,0.1112,27279,0.0567,0.434,0.1401905,0.0328668,0.0010802,0.15495,0.2105,0.1356,0.0644,0.1179
259,JODHPUR,2013,2.9,3.1,2.7,3.5,0.0,0.0,491.4,1051,27279,0.0716,0.6984,0.2161533,0.0852615,0.007269499999999999,0.24465,0.3704,0.1967,0.0716,0.1608,Rabi       ,60974,133164,2.1839472559999997,27279,0.0634,0.6206,0.21069570000000004,0.0636635,0.004053,0.2374,0.3451,0.2026,0.0634,0.1656,27279,0.0453,0.5606,0.1478275,0.05986759999999999,0.0035841000000000002,0.16585,0.2476,0.1319,0.0453,0.1113,27279,0.0437,0.4994,0.1440062,0.0426968,0.001823,0.1608,0.2301,0.138,0.0469,0.1146
260,JODHPUR,2014,0.7,0.0,10.8,0.1,0.0,0.0,344.0,1053,27279,0.0773,0.6865,0.2257578,0.0908582,0.0082552,0.266,0.428,0.2086,0.0773,0.158,Rabi       ,67879,152460,2.246055481,27279,0.0695,0.7047,0.2224211,0.0815308,0.0066473,0.263,0.4194,0.2088,0.0695,0.1587,27279,0.0591,0.508,0.15399129999999997,0.06137530000000001,0.0037669000000000005,0.1788,0.2819,0.1396,0.0591,0.11,27279,0.0481,0.47600000000000003,0.14846020000000001,0.0523538,0.0027409,0.17265,0.2684,0.1393,0.0481,0.1088
261,JODHPUR,2015,0.0,1.0,1.7,0.0,0.0,0.0,359.9,1055,27279,0.0618,0.67,0.21817759999999997,0.08686160000000001,0.0075449,0.2545,0.41200000000000003,0.2083,0.0618,0.1495,Rabi       ,67781,130806,1.929832844,27279,0.0667,0.6799,0.2184658,0.077864,0.0060628,0.2553,0.40299999999999997,0.2152,0.0667,0.1567,27279,0.0445,0.499,0.14861839999999998,0.058368899999999994,0.0034069000000000005,0.17300000000000001,0.2774,0.1401,0.0445,0.1034,27279,0.047,0.4869,0.1467266,0.050712,0.0025716999999999997,0.1704,0.2641,0.14300000000000002,0.047,0.1079
262,JODHPUR,2016,9.3,15.9,0.0,22.6,0.0,0.0,623.3000000000001,1057,27279,0.0894,0.7256,0.2268197,0.0876937,0.0076902,0.25935,0.3993,0.203,0.0894,0.166,Rabi       ,69216,136221,1.9680565190000001,27279,0.0779,0.6497,0.224782,0.07432530000000001,0.0055242,0.25285,0.3729,0.20800000000000002,0.0779,0.1728,27279,0.0581,0.5555,0.155339,0.060299599999999995,0.003636,0.1772,0.2718,0.1382,0.0581,0.1141,27279,0.0566,0.4852,0.1517795,0.0498908,0.0024890999999999997,0.1698,0.2475,0.1394,0.0566,0.11800000000000001
263,JODHPUR,2017,0.0,0.0,0.0,0.0,0.0,0.4,408.0,1059,27279,0.0702,0.7128,0.2347902,0.09886389999999999,0.009774099999999999,0.2825,0.4704,0.2163,0.0702,0.1572,Rabi       ,77939,180677,2.318184734,27279,0.0762,0.7084,0.24505500000000002,0.0945328,0.008936399999999999,0.2925,0.4759,0.2307,0.0762,0.1702,27279,0.0493,0.5228,0.1575984,0.0662992,0.0043956,0.1877,0.3082,0.1427,0.0493,0.10735,27279,0.0539,0.5462,0.1604104,0.0605433,0.0036655,0.1891,0.2999,0.149,0.0539,0.1152
264,JODHPUR,2018,2.021466321649808,4.542229279385242,3.644994119030816,5.130486160119188,4.006206382811888,1.233611699208029,317.912654277425,1061,27279,0.0724,0.6592,0.22143320000000002,0.0834383,0.006962,0.2584,0.4066,0.2125,0.0724,0.15955,Rabi       ,66071,150969,2.284951038,27279,0.0644,0.6724,0.2264371,0.0845695,0.0071519999999999995,0.2645,0.4173,0.2201,0.0644,0.1626,27279,0.0465,0.5062,0.15410870000000002,0.0588487,0.0034631999999999996,0.1787,0.2775,0.1458,0.0465,0.1128,27279,0.0436,0.4947,0.1536573,0.057084699999999995,0.0032587,0.179,0.281,0.1483,0.0436,0.1109
265,JODHPUR,2019,2.021466321649808,4.542229279385242,3.644994119030816,5.130486160119188,4.006206382811888,1.233611699208029,317.912654277425,1063,27279,0.0786,0.6827,0.2187244,0.0940661,0.0088484,0.2569,0.4197,0.1978,0.0786,0.14835,Rabi       ,63675,149730,2.35147232,27279,0.0607,0.6055,0.2011105,0.0681302,0.0046417,0.2318,0.3531,0.1916,0.0607,0.1509,27279,0.0507,0.5001,0.15022729999999998,0.06586560000000001,0.004338300000000001,0.1762,0.2883,0.1338,0.0507,0.1014,27279,0.0354,0.4384,0.1336575,0.0445238,0.0019824,0.153,0.2295,0.126,0.0354,0.102
266,KARAULI,2001,4.132,2.904,2.233,11.928,0.482,0.0,701.2479999999999,1,6352,0.1428,0.8268,0.33658109999999997,0.134011,0.017959,0.40035,0.6445,0.28305,0.1428,0.2371,Rabi       ,61886,118884,1.9210160619999999,6352,0.1662,0.7726,0.35153140000000005,0.12198039999999999,0.0148792,0.42065,0.6641,0.309,0.1662,0.258,6352,0.0664,0.6411,0.218823,0.1017398,0.010351,0.2617,0.4368,0.1756,0.0664,0.1449,6352,0.0863,0.602,0.2260425,0.09077180000000001,0.0082395,0.27255,0.4449,0.18965,0.0863,0.1576
267,KARAULI,2002,3.702,9.988,0.665,0.895,4.451,3.88,381.171,3,6352,0.1581,0.8113,0.3512688,0.14593029999999999,0.0212957,0.42895,0.7125,0.2942,0.1581,0.239275,Rabi       ,55324,174640,3.15667703,6352,0.1708,0.7927,0.3425282,0.1250202,0.01563,0.413125,0.665,0.2952,0.1708,0.2451,6352,0.066,0.6401,0.2315654,0.11383039999999998,0.012957299999999998,0.2855,0.4957,0.18475,0.066,0.1453,6352,0.0897,0.6378,0.22168739999999998,0.0941211,0.0088588,0.271225,0.4538,0.1825,0.0897,0.1495
