,Unnamed: 0_x,District,Year,January,February,March,October,November,December,Annual Total,Unnamed: 0.1,FNCount,FNMinimum,FNMaximum,FNMean,FNStandard Deviation,FNVariance,FNUpper Quartile,FNUpper 1.5 IQR,FNMedian,FNLower 1.5 IQR,FNLower Quartile,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),JNCount,JNMinimum,JNMaximum,JNMean,JNStandard Deviation,JNVariance,JNUpper Quartile,JNUpper 1.5 IQR,JNMedian,JNLower 1.5 IQR,JNLower Quartile,FECount,FEMinimum,FEMaximum,FEMean,FEStandard Deviation,FEVariance,FEUpper Quartile,FEUpper 1.5 IQR,FEMedian,FELower 1.5 IQR,FELower Quartile,JECount,JEMinimum,JEMaximum,JEMean,JEStandard Deviation,JEVariance,JEUpper Quartile,JEUpper 1.5 IQR,JEMedian,JELower 1.5 IQR,JELower Quartile,Unnamed: 0_y,TminJ,TmaxJ,TmeanJ,TminF,TmaxF,TmeanF,TminD,TmaxD,TmeanD
339,341,SAWAI MADHOPUR,2003,5.575100917431195,4.42616513761468,3.463807339449541,11.45977981651377,10.053477064220179,2.935614678899082,713.6363394495414,195,5783,0.087,0.7939,0.28946,0.1168281,0.0136488,0.3403,0.5455,0.2559,0.087,0.20345,Rabi       ,54227,82843,1.5277076,5783,0.0303,0.7824,0.30879140000000005,0.1186836,0.0140858,0.3649,0.5824,0.2766,0.0303,0.2199,5783,0.0516,0.6336,0.1897028,0.08567469999999999,0.007340100000000001,0.22555,0.3711,0.1601,0.0516,0.1284,5783,0.011,0.5967,0.1950625,0.0877096,0.007693000000000002,0.23215,0.3792,0.1643,0.011,0.1338,69,291.47,303.6,298.5584408,295.99,307.71,302.3831696000001,291.44,299.58,294.6893428
340,342,SAWAI MADHOPUR,2004,2.7,0.0,0.0,16.7,0.0,0.0,608.7,197,5783,0.1254,0.8105,0.4008081,0.13021989999999994,0.0169572,0.49325,0.7879,0.3868,0.1254,0.295,Rabi       ,60948,130252,2.137100479,5783,0.1109,0.7914,0.4343451,0.1342394,0.0180202,0.53495,0.7914,0.424,0.1109,0.32565,5783,0.0601,0.5770000000000001,0.2617645,0.0963753,0.0092882,0.3302,0.5564,0.2525,0.0601,0.1788,5783,0.0609,0.5719,0.2739281,0.0977272,0.0095506,0.3449,0.5719,0.2658,0.0609,0.1883,101,288.835,301.54,295.7121822,296.925,309.055,303.9413272,289.24,302.64,294.8169204
341,343,SAWAI MADHOPUR,2005,0.3,0.0,1.7,0.0,0.0,0.0,559.1,199,5783,0.1081,0.7603,0.4111697,0.13285120000000006,0.017649500000000002,0.50985,0.7603,0.4077,0.1081,0.30095,Rabi       ,44021,78218,1.776833784,5783,-0.0111,0.7749,0.4803576,0.1482941,0.0219911,0.60035,0.7749,0.4901,-0.0111,0.355,5783,0.0578,0.6014,0.2774747,0.1033263,0.0106763,0.35095,0.5755,0.274,0.0578,0.1843,5783,-0.0062,0.5846,0.3215403,0.1178876,0.0138975,0.41415,0.5846,0.3293,-0.0062,0.2101,133,290.35,301.58,295.357196,295.82,306.49,301.4391882,287.78,300.08,295.1852822
342,344,SAWAI MADHOPUR,2006,0.0,0.0,6.3,0.0,0.0,0.0,426.2,201,5783,0.1184,0.8192,0.3849739,0.1209529,0.0146296,0.4645,0.7204,0.3595,0.1184,0.29195,Rabi       ,44491,90111,2.025375919,5783,0.1161,0.7959,0.4489992,0.1387388,0.0192485,0.5562,0.7959,0.4406,0.1161,0.33745,5783,0.0563,0.5866,0.2610628,0.0942744,0.0088877,0.32425,0.5307,0.2427,0.0563,0.18445,5783,0.0647,0.5992,0.3021052,0.10839360000000002,0.0117492,0.3844,0.5992,0.2942,0.0647,0.2099,165,290.86,302.16,296.3760531000001,299.39,310.655,305.9375773999999,293.72,302.84,298.0856995000001
343,345,SAWAI MADHOPUR,2007,0.0,8.3,8.3,0.0,0.0,0.3,463.4,203,5783,0.0867,0.7877,0.3614825,0.1268442,0.0160895,0.43945,0.7045,0.3275,0.0867,0.26215,Rabi       ,42351,118521,2.7985407660000003,5783,0.0833,0.8306,0.4144861,0.1398504,0.0195581,0.50975,0.8115,0.3898,0.0833,0.30605,5783,0.047,0.5779,0.2322856,0.0925103,0.0085581,0.28855,0.4797,0.2028,0.047,0.161,5783,0.0444,0.6716,0.28259320000000004,0.112189,0.0125864,0.35635,0.6017,0.2624,0.0444,0.1909,197,292.035,303.325,297.43821139999994,296.2,307.6,302.2871369,291.82,302.0,297.33729910000005
344,346,SAWAI MADHOPUR,2008,0.0,0.0,0.7,5.5,2.0,0.0,744.2,205,5783,0.093,0.7757,0.3665408,0.1293179,0.0167231,0.4549,0.7369,0.3277,0.093,0.26555,Rabi       ,45688,118179,2.58665295,5783,0.0866,0.8218,0.3968125,0.1380235,0.0190505,0.49075,0.7924,0.3629,0.0866,0.28705,5783,0.0483,0.6194,0.2505023,0.1021992,0.0104447,0.31775,0.5405,0.2182,0.0483,0.16845,5783,0.0416,0.6309,0.2632676,0.108258,0.0117198,0.33255,0.5675,0.2348,0.0416,0.17565,229,287.73,302.43,296.2904652,295.98,308.44,302.6643014,293.58,302.56,297.6965381
345,347,SAWAI MADHOPUR,2009,0.0,0.0,1.0,82.8,20.1,0.0,441.3000000000001,207,5783,0.1209,0.7967,0.412955,0.1295482,0.0167827,0.5018,0.7887,0.3919,0.1209,0.3104,Rabi       ,53450,164400,3.075771749,5783,-0.1068,0.8266,0.4869015,0.1409518,0.0198674,0.5965,0.8266,0.4851,0.0963,0.37285,5783,0.0602,0.6347,0.2701291,0.0993594,0.0098723,0.3327,0.5486,0.256,0.0602,0.1881,5783,-0.0405,0.612,0.31956640000000003,0.115517,0.0133442,0.4085,0.612,0.3157,-0.0405,0.21685,261,290.3,303.86,297.0105431,297.85,308.835,304.0957073,291.7,300.78,295.5247914
346,348,SAWAI MADHOPUR,2010,7.0,2.9,0.0,0.0,105.6,0.7,792.7000000000003,209,5783,0.1435,0.8079,0.4317109000000001,0.1284208,0.0164919,0.51975,0.7971,0.4255,0.1435,0.33095,Rabi       ,61185,213165,3.483942143,5783,0.1244,0.836,0.5130304,0.1394612,0.0194494,0.62545,0.836,0.5182,0.1244,0.4072,5783,0.0786,0.5883,0.27084309999999995,0.0948966,0.0090054,0.3361,0.5552,0.2684,0.0786,0.18735,5783,0.0588,0.6622,0.3347986,0.1147839,0.0131753,0.4233,0.6622,0.3393,0.0588,0.23045,293,289.505,300.18,294.965029,297.14,307.99,302.8820266,289.7,297.7,293.1928386
347,349,SAWAI MADHOPUR,2011,4.8,0.0,0.0,0.0,0.0,0.0,944.5,211,5783,-0.043,0.8705,0.5353247,0.13962950000000002,0.019496400000000004,0.64045,0.8705,0.5525,0.1597,0.42985,Rabi       ,84191,291368,3.460797472,5780,-0.0814,0.8095,0.5336571999999999,0.1261405,0.0159114,0.633425,0.8095,0.5524,0.1585,0.4427,5783,-0.0177,0.7293,0.3628621,0.1218221,0.0148406,0.4527,0.7293,0.3786,-0.0177,0.25585,5780,-0.0283,0.6544,0.3486727000000001,0.1078543,0.011632600000000002,0.4346,0.6544,0.3586,0.0455,0.257275,325,289.72,299.015,293.3451366000001,294.27,305.12,298.83216760000005,289.08,299.48,292.7060538
348,350,SAWAI MADHOPUR,2012,0.0,32.4,0.1,0.0,0.0,0.0,716.9,213,5783,-0.1887,0.8032,0.4487697,0.1186652,0.0140814,0.5336,0.7996,0.4469,0.1158,0.35615,Rabi       ,70125,230402,3.285590018,5781,-0.0991,0.8165,0.5145865,0.1266775,0.0160472,0.6145,0.8165,0.5211,0.1487,0.4202,5783,-0.09,0.5901,0.2884604,0.0934437,0.0087317,0.3563,0.5714,0.2876,0.0593,0.2086,5781,-0.0389,0.6955,0.34919029999999995,0.1119672,0.0125366,0.4384,0.6955,0.3515,-0.0137,0.2538,357,290.135,298.96,293.842505,294.975,305.305,300.2135224,290.48,298.9,293.6177167
349,351,SAWAI MADHOPUR,2013,7.3,6.4,2.9,12.9,0.0,0.0,928.6,215,5783,-0.0081,0.8373,0.5012662999999999,0.1328296,0.017643700000000002,0.6056,0.8373,0.5094,0.1252,0.3947,Rabi       ,70003,229909,3.284273531,5783,-0.1854,0.8043,0.5242431,0.1299063,0.016875599999999998,0.6317,0.8043,0.5376,0.1184,0.42375,5783,-0.0038,0.6382,0.3447756,0.1104269,0.0121941,0.4321,0.6382,0.3518,-0.0038,0.24345,5783,-0.0897,0.6173,0.3535325,0.1110048,0.0123221,0.4452,0.6173,0.3566,0.0072,0.2572,389,289.825,300.295,294.4075523,295.47,305.985,299.5977555,288.96,301.04,293.7023206
350,352,SAWAI MADHOPUR,2014,20.1,0.0,72.0,0.0,0.0,0.0,763.8,217,5780,-0.0252,0.8737,0.5530379,0.1349652,0.0182156,0.6587,0.8737,0.5781,0.1548,0.451225,Rabi       ,77203,218377,2.828607697,5783,-0.0467,0.8724,0.5714935,0.1314006,0.017266099999999996,0.6683,0.8724,0.6039,0.1929,0.4776,5780,-0.0065,0.6977,0.3664186,0.121142,0.0146754,0.459725,0.6977,0.38875,-0.0065,0.263,5783,-0.0116,0.7136,0.3864643,0.1327283,0.017616800000000002,0.4906,0.7136,0.4085,-0.0116,0.2683,421,288.15,296.415,292.0269563,293.76,303.15,297.8281221000001,290.32,299.04,293.5989588
351,353,SAWAI MADHOPUR,2015,0.0,0.0,2.6,22.1,0.1,3.6,477.20000000000016,219,5782,0.0307,0.8387,0.5218782000000001,0.1349819,0.0182201,0.630525,0.8387,0.53165,0.0943,0.41565,Rabi       ,82257,271260,3.297713265,5782,-0.1269,0.8481,0.5667238,0.13827279999999995,0.0191194,0.681175,0.8481,0.5943,0.1276,0.458025,5782,0.0148,0.6423,0.33782840000000003,0.1096657,0.0120266,0.4225,0.6423,0.3475,0.0148,0.245825,5782,-0.0483,0.7246,0.3792415,0.1204166,0.0145001,0.4765,0.7246,0.4065,-0.0039,0.272825,453,289.585,298.585,293.31267139999994,295.98,304.66,300.12931519999995,293.4,303.4,298.1036348
352,354,SAWAI MADHOPUR,2016,12.3,5.0,0.0,22.3,0.4,0.0,967.1,221,5783,0.1331,0.8484,0.5029553,0.1521273,0.0231427,0.63465,0.8484,0.5026,0.1331,0.3745,Rabi       ,69313,230484,3.325263659,5783,0.1261,0.7834,0.5023054,0.14080839999999994,0.019827,0.62065,0.7834,0.5029,0.1261,0.38885,5783,0.0525,0.6275,0.3180808,0.1170766,0.0137069,0.41835,0.6275,0.3172,0.0525,0.20905,5783,0.058,0.6373,0.3341343,0.11999669999999997,0.014399200000000003,0.428,0.6373,0.3278,0.058,0.2278,485,292.86,302.965,297.0594277,296.485,306.8,300.84177630000005,291.08,300.8,295.1863773
353,355,SAWAI MADHOPUR,2017,0.0,0.0,0.0,0.0,0.5,11.1,410.1,223,5782,-0.1292,0.8348,0.5217189999999999,0.1356236,0.0183938,0.6241,0.8348,0.53525,0.1213,0.4212,Rabi       ,85337,350076,4.102276855,5781,-0.0967,0.8451,0.5751480999999999,0.1434047,0.0205649,0.6927,0.8451,0.6107,0.145,0.4652,5782,-0.0509,0.6718,0.3388004000000001,0.1102423,0.0121534,0.417475,0.6718,0.3487,-0.0072,0.2454,5781,-0.0434,0.6873,0.3850142,0.1236837,0.0152977,0.4887,0.6873,0.4122,-0.0434,0.2721,517,291.1,300.185,293.8232058000001,295.795,306.125,300.59842210000005,293.26,303.62,297.8845132
354,356,SAWAI MADHOPUR,2018,5.621889751431037,4.535710813142007,3.9198188661491424,11.2638955539873,9.46053399200188,2.885620638281188,715.4546781149538,225,5783,0.1577,0.8214,0.4271651,0.1474885,0.0217529,0.5382,0.8214,0.4058,0.1577,0.3036,Rabi       ,64273,251725,3.916496818,5783,0.1272,0.8703,0.4674927,0.1574596,0.0247935,0.5959,0.8703,0.4536,0.1272,0.33715,5783,0.0915,0.6403,0.27802259999999995,0.116636,0.013604,0.364,0.6403,0.2595,0.0915,0.171,5783,0.0598,0.6559999999999999,0.3035783,0.1250573,0.0156393,0.4012,0.6559999999999999,0.2893,0.0598,0.18945,549,293.14,304.58,297.9948457,296.45,309.61,303.2874987,291.04,299.64,294.3412243
355,357,SAWAI MADHOPUR,2019,5.621889751431037,4.535710813142007,3.9198188661491424,11.2638955539873,9.460533992001883,2.885620638281188,715.4546781149538,227,5783,-0.1252,0.8270000000000001,0.5538494,0.1420156,0.020168400000000003,0.67145,0.8270000000000001,0.5792,0.1651,0.4421,Rabi       ,70181,300227,4.277895727,5782,-0.1682,0.8379,0.571465,0.1355415,0.0183715,0.6842,0.8379,0.6034,0.1599,0.468325,5783,-0.0471,0.6704,0.3890019,0.1271343,0.0161631,0.49305,0.6704,0.4104,-0.0225,0.27855,5782,-0.0432,0.6881,0.3997268,0.1243303,0.015458,0.504775,0.6881,0.4257,-0.0277,0.2906,581,290.37,299.865,293.83097010000006,292.95,303.87,297.5606744,285.64,294.68,289.9340766
356,358,SIKAR,2001,1.811,3.1489999999999996,1.2830000000000001,8.043,0.0,0.0,505.52900000000017,229,9382,0.1245,0.6922,0.28477129999999995,0.1110984,0.0123428,0.366,0.62,0.2642,0.1245,0.1944,Rabi       ,86767,171194,1.973031222,9382,0.1186,0.6609999999999999,0.27051970000000003,0.0960361,0.0092229,0.336875,0.5501,0.25865,0.1186,0.194025,9382,0.0786,0.4834,0.1905078,0.0766543,0.005875899999999999,0.246475,0.4238,0.1741,0.0786,0.1258,9382,0.0766,0.463,0.1724842,0.06206050000000001,0.0038515,0.2144,0.3518,0.1628,0.0766,0.1228,6,293.37,302.87,298.5750152,298.01,308.975,304.0067747,293.38,302.18,298.9152398
357,359,SIKAR,2002,2.542,3.7710000000000004,1.5619999999999998,0.218,5.934,16.642,160.308,231,9382,0.1043,0.7552,0.315126,0.13098710000000002,0.0171576,0.4158,0.7346,0.29185,0.1043,0.201125,Rabi       ,82086,269379,3.281668007,9382,0.1126,0.6831,0.295656,0.1050525,0.011036,0.371,0.6194,0.2792,0.1126,0.205325,9382,0.0747,0.5443,0.2114355,0.0926535,0.0085847,0.282,0.4918,0.19065,0.0747,0.1314,9382,0.07400000000000001,0.5087,0.18710420000000005,0.06803660000000003,0.004629,0.2343,0.3897,0.17355,0.07400000000000001,0.1294,38,292.25,302.445,298.3058367,294.45,307.725,300.8421046,290.9,301.66,298.3715732
358,360,SIKAR,2003,5.333752293577982,7.595917431192661,4.534715596330273,5.926385321100918,5.475926605504586,3.636935779816514,467.2677339449542,233,9382,0.1033,0.7493,0.301892,0.1503364,0.022601,0.421375,0.7493,0.2623,0.1033,0.1755,Rabi       ,84627,247138,2.920320938,9382,0.1094,0.625,0.2544645,0.0991775,0.009836200000000002,0.32885,0.5561,0.2346,0.1094,0.173225,9382,0.0738,0.5645,0.2027473,0.1047788,0.0109786,0.2824,0.5246,0.16955,0.0738,0.1133,9382,0.075,0.416,0.16211489999999998,0.06415069999999999,0.0041153,0.2113,0.3633,0.1462,0.075,0.1081,70,291.235,300.705,296.481784,293.775,305.04,299.2009333000001,284.3,299.54,293.9881506
359,361,SIKAR,2004,3.4,0.0,0.0,25.0,0.0,0.0,287.1999999999999,235,9379,-0.1582,0.7508,0.33072729999999995,0.1418374,0.0201178,0.44265,0.7508,0.3073,-0.1342,0.2111,Rabi       ,86844,229255,2.639848464,9379,-0.1721,0.7394,0.3171031,0.1164002,0.013549,0.40435,0.6802,0.3024,0.0517,0.2203,9379,-0.0913,0.5228,0.2141899,0.0972755,0.0094625,0.29045,0.5228,0.1936,-0.0913,0.131,9379,-0.0912,0.5451,0.2027691,0.0786845,0.0061913,0.25955,0.4373,0.1896,-0.0426,0.1385,102,289.66,303.315,297.2376812,296.7,309.94,304.0846850000001,290.46,302.52,297.3477404
360,362,SIKAR,2005,0.2,11.3,10.6,0.0,0.0,0.0,338.0,237,9382,0.1213,0.7275,0.3291486,0.1448227,0.0209736,0.4511,0.7275,0.3086,0.1213,0.2041,Rabi       ,86650,266724,3.078176572,9382,0.1177,0.7333,0.3127216,0.1203494,0.014484,0.4078,0.6876,0.3004,0.1177,0.209,9382,0.0742,0.5049,0.214172,0.0997235,0.0099448,0.2963,0.5049,0.1945,0.0742,0.1269,9382,0.0745,0.5535,0.1958674,0.0779897,0.0060824,0.255775,0.4454,0.1837,0.0745,0.129125,134,290.125,302.015,296.5544909,292.82,305.93,299.3871249,284.28,301.86,296.5062697
361,363,SIKAR,2006,0.0,0.0,8.2,2.5,0.0,0.0,344.1,239,9382,0.1049,0.7132,0.3084911,0.12607390000000002,0.0158946,0.4044,0.6967,0.2878,0.1049,0.2017,Rabi       ,84607,215361,2.545427683,9382,0.1001,0.7063,0.2927868,0.1059363,0.0112225,0.3711,0.6234,0.2848,0.1001,0.2012,9382,0.077,0.5258,0.2056857,0.0862437,0.007437999999999998,0.2689,0.4736,0.1885,0.077,0.132225,9382,0.073,0.4911,0.1906444,0.0689421,0.004753,0.2395,0.397,0.1826,0.073,0.132,166,291.72,302.62,297.9439347,299.11,310.96,305.9181401,291.46,301.54,296.4886549
362,364,SIKAR,2007,0.8,16.8,8.3,0.0,0.0,2.8,315.1,241,9382,0.1049,0.8002,0.321746,0.1486598,0.0220997,0.4424,0.8002,0.2886,0.1049,0.194125,Rabi       ,84349,267674,3.173410473,9382,-0.08199999999999999,0.7278,0.31071609999999994,0.1250056,0.015626400000000002,0.4128,0.7059,0.2837,-0.08199999999999999,0.203825,9382,0.0593,0.5753,0.20921660000000006,0.1039809,0.010812,0.29255,0.5271,0.18075,0.0593,0.1206,9382,-0.0557,0.5112,0.201464,0.08446060000000001,0.0071336,0.2679,0.4723,0.17985,-0.0557,0.1293,198,290.95,302.67,297.330548,294.625,305.565,300.0540874,290.62,301.72,298.00966960000005
363,365,SIKAR,2008,0.0,0.0,0.0,0.0,0.0,0.0,535.8,243,9382,0.1298,0.6936,0.3026757,0.1314509,0.0172793,0.413475,0.6936,0.26105,0.1298,0.190225,Rabi       ,85200,170924,2.006150235,9382,0.1372,0.6794,0.2917652,0.1113334,0.0123951,0.384,0.6547,0.25925,0.1372,0.196325,9382,0.0779,0.4838,0.2002891,0.0914695,0.0083667,0.27405,0.4838,0.1686,0.0779,0.1211,9382,0.0756,0.4703,0.1880832,0.0743972,0.0055349,0.2475,0.4241,0.16335,0.0756,0.1243,230,288.495,301.63,296.3040433000001,295.345,307.91,302.5936257,295.2,303.82,299.8115135
364,366,SIKAR,2009,0.6000000000000001,0.0,0.0,0.6000000000000001,0.0,0.0,176.9,245,9382,0.1251,0.7285,0.33484590000000003,0.14661749999999998,0.0214967,0.453775,0.7285,0.3022,0.1251,0.2095,Rabi       ,85657,250455,2.923929159,9382,0.1361,0.6957,0.3307901,0.1238228,0.0153321,0.4291,0.6957,0.3091,0.1361,0.2259,9382,0.0817,0.5479999999999999,0.2220816,0.1056911,0.0111706,0.3034,0.5479999999999999,0.19495,0.0817,0.1338,9382,0.0878,0.5247,0.21207870000000004,0.0855594,0.007320399999999999,0.276375,0.4771,0.1917,0.0878,0.1411,262,291.77,303.585,297.8892639,296.84,309.38,303.781602,292.04,301.74,297.8163951
365,367,SIKAR,2010,0.8,2.2,0.0,0.4,33.0,5.8,744.1,247,9382,0.1122,0.7183,0.3024064,0.1499353,0.0224806,0.4253,0.7183,0.24985,0.1122,0.1755,Rabi       ,90628,301181,3.32326654,9382,0.1148,0.6786,0.2976507,0.1299155,0.016878,0.4058,0.6786,0.2605,0.1148,0.1855,9382,0.0632,0.4955,0.1946146,0.1015978,0.0103221,0.277875,0.4955,0.15575,0.0632,0.1078,9382,0.0661,0.4726,0.1898677,0.0873659,0.0076328,0.2607,0.4726,0.1594,0.0661,0.1152,294,289.965,303.165,297.5688172,295.945,308.495,302.5108991,287.6,293.16,290.61010310000006
366,368,SIKAR,2011,0.7,0.0,0.0,0.0,0.0,0.0,489.5,249,9382,0.1368,0.8095,0.4053493,0.156921,0.0246242,0.5377,0.8095,0.41685,0.1368,0.265825,Rabi       ,100483,343783,3.421305096,9382,0.1418,0.7397,0.35780959999999995,0.1184525,0.014031,0.447775,0.7024,0.369,0.1418,0.255625,9382,0.0881,0.5936,0.26664790000000005,0.113354,0.012849100000000002,0.360275,0.5936,0.2656,0.0881,0.1638,9382,0.0823,0.5248,0.2229493,0.0795663,0.0063308,0.2816,0.4679,0.2243,0.0823,0.1559,326,289.275,299.52,294.2502851000001,293.57,305.65,299.0050426,290.78,300.48,296.7759083
367,369,SIKAR,2012,30.1,37.9,1.2,1.1,0.0,0.0,682.9,251,9382,0.1534,0.7246,0.3440477,0.1245549,0.0155139,0.440875,0.7246,0.3228,0.1534,0.237025,Rabi       ,100080,292553,2.923191447,9382,0.1637,0.6979,0.3458168,0.1068045,0.0114072,0.4259,0.6809999999999999,0.3342,0.1637,0.2535,9382,0.0885,0.5158,0.227671,0.08620080000000001,0.0074306,0.293575,0.5,0.2075,0.0885,0.1547,9382,0.0927,0.517,0.21958870000000005,0.0722822,0.0052247,0.2679,0.4306,0.2079,0.0927,0.1594,358,287.645,300.995,295.961129,293.385,305.23,300.331148,290.82,301.0,296.8616329
368,370,SIKAR,2013,7.2,8.3,4.2,16.4,9.9,0.0,515.1,253,9382,-0.0039,0.7709,0.3603778,0.1542647,0.0237976,0.4913,0.7709,0.3425,-0.0039,0.2236,Rabi       ,100128,327293,3.268746005,9382,-0.0429,0.6236,0.31453790000000004,0.1015141,0.0103051,0.3926,0.6236,0.3099,0.0774,0.2274,9382,-0.0024,0.5994,0.242149,0.113389,0.0128571,0.33715,0.5994,0.21805,-0.0024,0.146025,9382,-0.0273,0.4325,0.1965701,0.0636847,0.0040557,0.2431,0.3909,0.189,0.0411,0.1433,390,289.895,300.235,295.5042645,293.465,306.095,299.5955977,287.2,302.46,295.545402
369,371,SIKAR,2014,12.3,0.0,43.0,4.4,0.0,0.0,547.5,255,9382,0.1402,0.8154,0.3997998,0.16345910000000002,0.026718900000000004,0.539275,0.8154,0.3886,0.1402,0.258225,Rabi       ,101345,331358,3.269603829,9382,0.1471,0.7493,0.3492305,0.1227002,0.0150553,0.443275,0.7190000000000001,0.34475,0.1471,0.2465,9382,0.0891,0.6175,0.2565973,0.1180711,0.013940799999999998,0.3552,0.6175,0.2371,0.0891,0.150125,9382,0.0901,0.506,0.2144034,0.0805727,0.006492,0.276275,0.4682,0.204,0.0901,0.1454,422,287.855,301.935,295.6597934,292.735,307.155,299.7636725,291.9,301.46,297.5544553000001
370,372,SIKAR,2015,0.0,1.1,13.6,6.1,0.0,0.0,539.1000000000001,257,9382,0.1339,0.7119,0.3469312,0.1439351,0.0207173,0.4721,0.7119,0.312,0.1339,0.226425,Rabi       ,99558,347485,3.490277024,9382,0.1456,0.7127,0.33511620000000003,0.1151539,0.0132604,0.429575,0.7127,0.3184,0.1456,0.2393,9382,0.0876,0.5434,0.2259925,0.100685,0.0101375,0.3123,0.5434,0.1957,0.0876,0.142025,9382,0.0801,0.4843,0.2046918,0.07395260000000001,0.005469,0.2644,0.4433,0.1873,0.0801,0.1437,454,290.69,303.16,297.3499503999999,295.445,307.51,301.7151641000001,293.4,303.96,299.827977
371,373,SIKAR,2016,1.4,2.6,0.0,20.2,0.0,0.0,534.1,259,9382,0.1177,0.7301,0.3325793,0.1387045,0.0192389,0.447775,0.7301,0.2875,0.1177,0.2168,Rabi       ,92333,323185,3.500211192,9382,0.0227,0.6758,0.3240717,0.1170482,0.0137003,0.4211,0.6758,0.2927,0.0227,0.225325,9382,0.0725,0.4861,0.2104464,0.0925697,0.0085692,0.2861,0.4861,0.17600000000000002,0.0725,0.131925,9382,0.0126,0.465,0.2064021,0.07747319999999999,0.0060021,0.269,0.457,0.1815,0.0126,0.1407,486,292.705,304.125,298.8646952,296.64,308.62,303.2222852,294.5,303.3,299.4007099
372,374,SIKAR,2017,0.0,0.0,0.9,0.0,1.8,1.1,306.4,261,9382,0.1382,0.7613,0.34628459999999994,0.1461652,0.0213643,0.4618,0.7613,0.3093,0.1382,0.2254,Rabi       ,92032,333627,3.625119524,9382,0.1478,0.7116,0.3441002,0.1210629,0.0146562,0.439275,0.7116,0.31495,0.1478,0.2447,9382,0.0874,0.5396,0.2201167,0.0998362,0.009967299999999998,0.297275,0.5315,0.1876,0.0874,0.139425,9382,0.0845,0.5079,0.21674810000000005,0.0823538,0.0067822,0.2774,0.4666,0.1928,0.0845,0.151025,518,291.09,301.76,296.28357810000006,296.325,309.15,302.8937524,292.7,303.54,299.0947644
373,375,SIKAR,2018,5.456519250372461,7.567956559240963,4.801014663216498,5.983781071120522,5.248307065004312,3.428743040853133,470.2055618285894,263,9382,0.1338,0.7445,0.3150982,0.1343306,0.0180447,0.4152,0.7227,0.2648,0.1338,0.2101,Rabi       ,86085,285834,3.320369402,9382,0.1422,0.7148,0.3113053,0.1153313,0.0133013,0.3953,0.6565,0.27625,0.1422,0.22,9382,0.0902,0.5148,0.2070731,0.0942333,0.0088799,0.276375,0.4909,0.1675,0.0902,0.1329,9382,0.0913,0.4951,0.1971431,0.0780638,0.006093899999999999,0.251575,0.4241,0.1688,0.0913,0.136,550,293.655,304.095,299.6609327,295.8,309.715,303.8390184,291.88,302.06,297.4270838
374,376,SIKAR,2019,5.456519250372461,7.567956559240963,4.801014663216498,5.983781071120522,5.248307065004312,3.428743040853133,470.2055618285894,265,9382,0.1456,0.779,0.3476729,0.1332853,0.017765,0.4468,0.7552,0.3166,0.1456,0.239825,Rabi       ,83288,321575,3.861000384,9382,0.1559,0.7545,0.33562990000000004,0.1076352,0.0115853,0.4166,0.6664,0.318,0.1559,0.2483,9382,0.0892,0.5776,0.2247185,0.0927243,0.0085978,0.292275,0.5003,0.1949,0.0892,0.1517,9382,0.0958,0.5507,0.21279650000000006,0.07285889999999999,0.0053084,0.2653,0.4291,0.19235,0.0958,0.1552,582,289.995,302.045,295.9931804,293.405,307.61,300.9074152,286.78,299.9,294.61575310000006
375,377,SIROHI,2001,0.018000000000000002,0.0,0.12,20.373,0.478,0.0,591.8090000000002,267,6268,0.1172,0.5889,0.2458226,0.06395819999999999,0.0040906,0.2705,0.3711,0.2295,0.1172,0.2034,Rabi       ,15218,25630,1.684189775,6268,0.0246,0.6292,0.2673561,0.0713633,0.0050927,0.2971,0.4133,0.2501,0.1231,0.2193,6268,0.0517,0.4114,0.1522144,0.0405164,0.0016416,0.1659,0.2248,0.1413,0.0734,0.1262,6268,0.0072,0.4156,0.160915,0.0428907,0.0018396,0.177525,0.2449,0.1496,0.0735,0.1326,7,292.535,308.26,303.75173019999994,296.565,312.705,308.0764805,291.66,307.02,302.8777888
376,378,SIROHI,2002,0.0,0.11800000000000001,0.0,0.0,3.262,9.705,216.9,269,6268,0.1272,0.7086,0.28214179999999994,0.0757875,0.0057437,0.314925,0.4441,0.2616,0.1272,0.2288,Rabi       ,22526,51029,2.265337832,6268,0.0956,0.7222,0.3038378,0.08329450000000001,0.006938,0.3461,0.4989,0.2821,0.0956,0.2438,6268,0.068,0.4938,0.17295510000000006,0.0485739,0.0023594,0.1885,0.2594,0.1582,0.0875,0.1412,6268,0.0458,0.5061,0.1859568,0.0525084,0.0027571,0.2069,0.2916,0.1701,0.0703,0.150375,39,291.42,305.41,301.4740611000001,296.51,310.875,306.293127,290.52,306.6,302.2448117
